Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
7/5/24,13.1,13.1,12.9,13,53,156801,2037777.8
7/4/24,13.1,13.2,12.9,13,170,1104827,14367948.9
7/3/24,13.5,13.5,13,13.1,62,113701,1497762.5
7/2/24,13.8,13.8,13.2,13.3,22,65388,868127.4
7/1/24,13.9,13.9,13.2,13.2,35,60145,796992.7
6/28/24,13,14.1,13,13.9,112,599406,8230695.4
6/27/24,13.4,13.4,13,13.1,71,313155,4144273.3
6/26/24,13.8,13.9,13.4,13.5,51,213446,2885127.9
6/25/24,13.5,13.8,13.5,13.6,32,117764,1602149.2
6/24/24,14,14,13.5,13.5,98,289660,4018883.2
6/20/24,14.4,14.4,13.8,13.9,135,1021625,14339619.7
6/19/24,13.5,14.7,13.5,14.4,299,95473455,1309190289
6/18/24,13.8,13.8,13.5,13.6,47,151721,2078763.2
6/14/24,13.8,13.9,13.5,13.7,76,1395378,19144269.3
6/13/24,13.7,13.9,13.3,13.8,38,176857,2397271
6/12/24,13.9,13.9,13.5,13.6,29,71961,980182.9
6/11/24,14,14,13.2,13.5,157,900931,12179369.5
6/11/24,14,14,13.2,13.5,157,900931,12179369.5
6/10/24,14,14,13.7,13.8,10,5796,80228.5
6/7/24,13.7,14,13.5,13.7,50,188836,2570936.6
6/6/24,14,14,13.6,13.7,93,234745,3205442.5
6/5/24,14,14.2,13.9,14.1,76,144017,2021982.6
6/4/24,13.5,14,13.5,13.9,113,415405,5743479.8
6/3/24,13.9,13.9,13.5,13.5,30,439666,5972342.9
5/31/24,13.7,13.8,13.4,13.7,65,135681,1837938.5
5/30/24,13.5,13.7,13.4,13.6,105,177499,2400972.5
5/29/24,13.3,13.7,13,13.2,184,675964,9013554.2
5/28/24,13.9,13.9,13.3,13.4,98,144425,1948960.5
5/27/24,14,14.2,13.7,13.9,17,34309,480121.9
5/22/24,14,14.5,13.7,13.9,162,2451412,35294746
5/21/24,14,14.3,13.6,14,138,407776,5643773.7
5/20/24,14.4,14.4,13.9,14,68,256241,3594387.9
5/17/24,14.7,14.7,14.2,14.4,83,149761,2150034.6
5/16/24,14.5,14.8,14.2,14.6,215,776781,11328838.7
5/15/24,14.5,14.9,14.1,14.3,520,63530531,963136793.2
5/14/24,14.3,14.7,14.1,14.4,538,4694471,67854114.4
5/13/24,13.5,14.4,13.5,14.2,545,4826053,67296983.3
5/10/24,13.6,13.6,13.2,13.4,142,1892647,25221234.4
5/9/24,13,13.6,12.8,13.2,154,831288,10851348
5/8/24,13.5,13.6,13,13,154,1051726,13825359.4
5/7/24,13.5,13.9,13.3,13.4,483,2580710,34971283
5/6/24,12.5,13.5,12.4,13.1,414,2512467,32605551.8
5/3/24,12.4,12.5,12.2,12.4,82,363245,4472060.2
5/2/24,12.2,12.5,12.2,12.3,78,520981,6373164.2
4/30/24,12.6,12.6,12.2,12.4,85,293485,3630442.3
4/29/24,12.3,12.5,12.2,12.4,145,926732,11447390.3
4/26/24,12.1,12.7,12.1,12.3,224,1052671,13104957.5
